i,t,a,x,rc
13,84,0,2,46.5
13,85,0,3,49.5
13,86,0,4,50
13,87,0,5,47.5
13,88,0,6,43
13,89,1,7,48.5
13,90,0,1,52
13,91,0,2,58.5
13,92,0,3,54.5
13,93,0,4,54
13,94,0,5,47
13,95,1,6,45.5
13,96,0,1,42.5
13,97,0,2,50.5
13,98,0,3,43.5
13,99,1,4,44.5
13,100,0,1,46
14,1,0,3,45
14,2,0,4,49
14,3,1,5,54
14,4,0,1,47
14,5,0,2,56
14,6,0,3,52.5
14,7,0,4,55
14,8,1,5,50.5
14,9,0,1,52
14,10,0,2,42
14,11,1,3,31.5
14,12,0,1,39.5
14,13,0,2,40.5
14,14,0,3,39.5
14,15,0,4,42
14,16,0,5,41.5
14,17,1,6,40
14,18,0,1,35
14,19,0,2,40
14,20,0,3,44
14,21,0,4,45
14,22,1,5,50.5
14,23,0,1,46.5
14,24,0,2,52
14,25,0,3,50
14,26,0,4,48
14,27,0,5,54
14,28,0,6,56
14,29,1,7,51.5
14,30,0,1,44.5
14,31,0,2,41.5
14,32,0,3,54
14,33,0,4,50.5
14,34,1,5,46
14,35,0,1,46
14,36,0,2,38
14,37,1,3,39
14,38,0,1,39
14,39,0,2,35
14,40,0,3,36.5
14,41,0,4,39.5
14,42,0,5,46.5
14,43,0,6,47.5
14,44,0,7,47.5
14,45,0,7,52.5
14,46,1,7,50
14,47,0,1,48
14,48,0,2,50.5
14,49,0,3,52
14,50,0,4,46.5
14,51,0,5,47.5
14,52,0,6,40
14,53,1,7,43
14,54,0,1,47
14,55,0,2,44
14,56,0,3,49
14,57,0,4,57.5
14,58,0,5,51.5
14,59,0,6,46.5
14,60,0,7,50
14,61,1,7,44
14,62,0,1,53
14,63,0,2,50.5
14,64,0,3,48
14,65,0,4,51
14,66,1,5,50.5
14,67,0,1,51
14,68,0,2,62.5
14,69,0,3,58
14,70,0,4,62
14,71,0,5,53
14,72,1,6,52.5
14,73,0,1,55.5
14,74,0,2,48
14,75,0,3,45.5
14,76,0,4,45
14,77,0,5,50
14,78,1,6,47
14,79,0,1,50
14,80,0,2,41.5
14,81,0,3,50
14,82,1,4,43.5
14,83,0,1,36.5
14,84,0,2,46.5
14,85,0,3,49.5
14,86,0,4,50
14,87,0,5,47.5
14,88,1,6,43
14,89,0,1,48.5
14,90,0,2,52
14,91,0,3,58.5
14,92,0,4,54.5
14,93,0,5,54
14,94,1,6,47
14,95,0,1,45.5
14,96,0,2,42.5
14,97,0,3,50.5
14,98,0,4,43.5
14,99,1,5,44.5
14,100,0,1,46
15,1,0,1,45
15,2,0,2,49
15,3,0,3,54
15,4,0,4,47
15,5,0,5,56
15,6,0,6,52.5
15,7,0,7,55
15,8,0,7,50.5
15,9,0,7,52
15,10,1,7,42
15,11,0,1,31.5
15,12,0,2,39.5
15,13,0,3,40.5
15,14,0,4,39.5
15,15,0,5,42
15,16,1,6,41.5
15,17,0,1,40
15,18,0,2,35
15,19,0,3,40
15,20,0,4,44
15,21,1,5,45
15,22,0,1,50.5
15,23,0,2,46.5
15,24,0,3,52
15,25,0,4,50
15,26,0,5,48
15,27,1,6,54
15,28,0,1,56
15,29,0,2,51.5
15,30,0,3,44.5
15,31,0,4,41.5
15,32,0,5,54
15,33,1,6,50.5
15,34,0,1,46
15,35,0,2,46
15,36,0,3,38
15,37,0,4,39
15,38,0,5,39
15,39,0,6,35
15,40,0,7,36.5
15,41,1,7,39.5
15,42,0,1,46.5
15,43,0,2,47.5
15,44,0,3,47.5
15,45,0,4,52.5
15,46,0,5,50
15,47,0,6,48
15,48,0,7,50.5
15,49,0,7,52
15,50,1,7,46.5
15,51,0,1,47.5
15,52,0,2,40
15,53,0,3,43
15,54,0,4,47
15,55,1,5,44
15,56,0,1,49
15,57,0,2,57.5
15,58,0,3,51.5
15,59,0,4,46.5
15,60,0,5,50
15,61,1,6,44
15,62,0,1,53
15,63,0,2,50.5
15,64,0,3,48
15,65,0,4,51
15,66,0,5,50.5
15,67,0,6,51
15,68,0,7,62.5
15,69,0,7,58
15,70,0,7,62
15,71,1,7,53
15,72,0,1,52.5
15,73,0,2,55.5
15,74,0,3,48
15,75,1,4,45.5
15,76,0,1,45
15,77,0,2,50
15,78,0,3,47
15,79,0,4,50
15,80,0,5,41.5
15,81,0,6,50
15,82,1,7,43.5
15,83,0,1,36.5
15,84,0,2,46.5
15,85,0,3,49.5
15,86,0,4,50
15,87,0,5,47.5
15,88,1,6,43
15,89,0,1,48.5
15,90,0,2,52
15,91,0,3,58.5
15,92,0,4,54.5
15,93,0,5,54
15,94,0,6,47
15,95,0,7,45.5
15,96,1,7,42.5
15,97,0,1,50.5
15,98,0,2,43.5
15,99,0,3,44.5
15,100,0,4,46
16,1,0,6,45
16,2,0,7,49
16,3,0,7,54
16,4,1,7,47
16,5,0,1,56
16,6,0,2,52.5
16,7,0,3,55
16,8,0,4,50.5
16,9,1,5,52
16,10,0,1,42
16,11,0,2,31.5
16,12,0,3,39.5
16,13,0,4,40.5
16,14,1,5,39.5
16,15,0,1,42
16,16,0,2,41.5
16,17,0,3,40
16,18,0,4,35
16,19,1,5,40
16,20,0,1,44
16,21,0,2,45
16,22,0,3,50.5
16,23,0,4,46.5
16,24,0,5,52
16,25,0,6,50
16,26,0,7,48
16,27,0,7,54
16,28,0,7,56
16,29,0,7,51.5
16,30,0,7,44.5
16,31,0,7,41.5
16,32,0,7,54
16,33,0,7,50.5
16,34,0,7,46
16,35,0,7,46
16,36,1,7,38
16,37,0,1,39
16,38,0,2,39
16,39,0,3,35
16,40,0,4,36.5
16,41,0,5,39.5
16,42,1,6,46.5
16,43,0,1,47.5
16,44,0,2,47.5
16,45,0,3,52.5
16,46,0,4,50
16,47,0,5,48
16,48,1,6,50.5
16,49,0,1,52
16,50,0,2,46.5
16,51,0,3,47.5
16,52,1,4,40
16,53,0,1,43
16,54,0,2,47
16,55,1,3,44
16,56,0,1,49
16,57,0,2,57.5
16,58,0,3,51.5
16,59,0,4,46.5
16,60,1,5,50
16,61,0,1,44
16,62,0,2,53
16,63,0,3,50.5
16,64,0,4,48
16,65,1,5,51
16,66,0,1,50.5
16,67,0,2,51
16,68,0,3,62.5
16,69,0,4,58
16,70,0,5,62
16,71,1,6,53
16,72,0,1,52.5
16,73,0,2,55.5
16,74,0,3,48
16,75,0,4,45.5
16,76,0,5,45
16,77,0,6,50
16,78,0,7,47
16,79,0,7,50
16,80,1,7,41.5
16,81,0,1,50
16,82,0,2,43.5
16,83,1,3,36.5
16,84,0,1,46.5
16,85,0,2,49.5
16,86,0,3,50
16,87,1,4,47.5
16,88,0,1,43
16,89,0,2,48.5
16,90,0,3,52
16,91,0,4,58.5
16,92,0,5,54.5
16,93,0,6,54
16,94,1,7,47
16,95,0,1,45.5
16,96,0,2,42.5
16,97,0,3,50.5
16,98,0,4,43.5
16,99,0,5,44.5
16,100,1,6,46
17,1,0,2,45
17,2,0,3,49
17,3,0,4,54
17,4,1,5,47
17,5,0,1,56
17,6,0,2,52.5
17,7,0,3,55
17,8,0,4,50.5
17,9,0,5,52
17,10,0,6,42
17,11,0,7,31.5
17,12,0,7,39.5
17,13,1,7,40.5
17,14,0,1,39.5
17,15,0,2,42
17,16,0,3,41.5
17,17,0,4,40
17,18,1,5,35
17,19,0,1,40
17,20,0,2,44
17,21,0,3,45
17,22,0,4,50.5
17,23,1,5,46.5
17,24,0,1,52
17,25,0,2,50
17,26,0,3,48
17,27,0,4,54
17,28,1,5,56
17,29,0,1,51.5
17,30,0,2,44.5
17,31,0,3,41.5
17,32,0,4,54
17,33,1,5,50.5
17,34,0,1,46
17,35,0,2,46
17,36,0,3,38
17,37,0,4,39
17,38,1,5,39
17,39,0,1,35
17,40,0,2,36.5
17,41,0,3,39.5
17,42,0,4,46.5
17,43,0,5,47.5
17,44,0,6,47.5
17,45,1,7,52.5
17,46,0,1,50
17,47,0,2,48
17,48,0,3,50.5
17,49,1,4,52
17,50,0,1,46.5
17,51,0,2,47.5
17,52,0,3,40
17,53,0,4,43
17,54,0,5,47
17,55,1,6,44
17,56,0,1,49
17,57,0,2,57.5
17,58,0,3,51.5
17,59,0,4,46.5
17,60,0,5,50
17,61,0,6,44
17,62,0,7,53
17,63,1,7,50.5
17,64,0,1,48
17,65,0,2,51
17,66,0,3,50.5
17,67,0,4,51
17,68,0,5,62.5
17,69,0,6,58
17,70,0,7,62
17,71,0,7,53
17,72,0,7,52.5
17,73,0,7,55.5
17,74,1,7,48
17,75,0,1,45.5
17,76,0,2,45
17,77,0,3,50
17,78,0,4,47
17,79,0,5,50
17,80,1,6,41.5
17,81,0,1,50
17,82,0,2,43.5
17,83,0,3,36.5
17,84,0,4,46.5
17,85,0,5,49.5
17,86,1,6,50
17,87,0,1,47.5
17,88,0,2,43
17,89,0,3,48.5
17,90,0,4,52
17,91,0,5,58.5
17,92,0,6,54.5
17,93,0,7,54
17,94,0,7,47
17,95,0,7,45.5
17,96,1,7,42.5
17,97,0,1,50.5
17,98,0,2,43.5
17,99,0,3,44.5
17,100,0,4,46
18,1,0,1,45
18,2,0,2,49
18,3,0,3,54
18,4,1,4,47
18,5,0,1,56
18,6,0,2,52.5
18,7,0,3,55
18,8,0,4,50.5
18,9,0,5,52
18,10,1,6,42
18,11,0,1,31.5
18,12,0,2,39.5
18,13,0,3,40.5
18,14,1,4,39.5
18,15,0,1,42
18,16,0,2,41.5
18,17,0,3,40
18,18,0,4,35
18,19,0,5,40
18,20,1,6,44
18,21,0,1,45
18,22,0,2,50.5
18,23,0,3,46.5
18,24,1,4,52
18,25,0,1,50
18,26,0,2,48
18,27,1,3,54
18,28,0,1,56
18,29,0,2,51.5
18,30,0,3,44.5
18,31,0,4,41.5
18,32,1,5,54
18,33,0,1,50.5
18,34,0,2,46
18,35,0,3,46
18,36,0,4,38
18,37,0,5,39
18,38,0,6,39
18,39,0,7,35
18,40,1,7,36.5
18,41,0,1,39.5
18,42,0,2,46.5
18,43,0,3,47.5
18,44,0,4,47.5
18,45,0,5,52.5
18,46,0,6,50
18,47,1,7,48
18,48,0,1,50.5
18,49,0,2,52
18,50,0,3,46.5
18,51,0,4,47.5
18,52,0,5,40
18,53,1,6,43
18,54,0,1,47
18,55,0,2,44
18,56,0,3,49
18,57,0,4,57.5
18,58,0,5,51.5
18,59,0,6,46.5
18,60,0,7,50
18,61,1,7,44
18,62,0,1,53
18,63,0,2,50.5
18,64,0,3,48
18,65,0,4,51
18,66,1,5,50.5
18,67,0,1,51
18,68,0,2,62.5
18,69,0,3,58
18,70,0,4,62
18,71,0,5,53
18,72,1,6,52.5
18,73,0,1,55.5
18,74,0,2,48
18,75,0,3,45.5
18,76,0,4,45
18,77,0,5,50
18,78,0,6,47
18,79,1,7,50
18,80,0,1,41.5
18,81,0,2,50
18,82,0,3,43.5
18,83,0,4,36.5
18,84,0,5,46.5
18,85,0,6,49.5
18,86,0,7,50
18,87,0,7,47.5
18,88,1,7,43
18,89,0,1,48.5
18,90,0,2,52
18,91,0,3,58.5
18,92,0,4,54.5
18,93,0,5,54
18,94,0,6,47
18,95,1,7,45.5
18,96,0,1,42.5
18,97,0,2,50.5
18,98,0,3,43.5
18,99,0,4,44.5
18,100,1,5,46
19,1,0,7,45
19,2,1,7,49
19,3,0,1,54
19,4,0,2,47
19,5,0,3,56
19,6,0,4,52.5
19,7,0,5,55
19,8,0,6,50.5
19,9,0,7,52
19,10,1,7,42
19,11,0,1,31.5
19,12,0,2,39.5
19,13,0,3,40.5
19,14,0,4,39.5
19,15,0,5,42
19,16,0,6,41.5
19,17,1,7,40
19,18,0,1,35
19,19,0,2,40
19,20,0,3,44
19,21,0,4,45
19,22,0,5,50.5
19,23,0,6,46.5
19,24,0,7,52
19,25,1,7,50
19,26,0,1,48
19,27,0,2,54
19,28,1,3,56
19,29,0,1,51.5
19,30,0,2,44.5
19,31,0,3,41.5
19,32,0,4,54
19,33,0,5,50.5
19,34,1,6,46
19,35,0,1,46
19,36,0,2,38
19,37,0,3,39
19,38,0,4,39
19,39,0,5,35
19,40,1,6,36.5
19,41,0,1,39.5
19,42,0,2,46.5
19,43,0,3,47.5
19,44,0,4,47.5
19,45,0,5,52.5
19,46,1,6,50
19,47,0,1,48
19,48,0,2,50.5
19,49,0,3,52
19,50,0,4,46.5
19,51,0,5,47.5
19,52,1,6,40
19,53,0,1,43
19,54,0,2,47
19,55,0,3,44
19,56,0,4,49
19,57,0,5,57.5
19,58,1,6,51.5
19,59,0,1,46.5
19,60,0,2,50
19,61,0,3,44
19,62,0,4,53
19,63,1,5,50.5
19,64,0,1,48
19,65,0,2,51
19,66,0,3,50.5
19,67,0,4,51
19,68,0,5,62.5
19,69,0,6,58
19,70,0,7,62
19,71,0,7,53
19,72,0,7,52.5
19,73,0,7,55.5
19,74,1,7,48
19,75,0,1,45.5
19,76,0,2,45
19,77,0,3,50
19,78,0,4,47
19,79,0,5,50
19,80,0,6,41.5
19,81,1,7,50
19,82,0,1,43.5
19,83,0,2,36.5
19,84,0,3,46.5
19,85,0,4,49.5
19,86,0,5,50
19,87,0,6,47.5
19,88,1,7,43
19,89,0,1,48.5
19,90,0,2,52
19,91,0,3,58.5
19,92,0,4,54.5
19,93,1,5,54
19,94,0,1,47
19,95,0,2,45.5
19,96,0,3,42.5
19,97,0,4,50.5
19,98,1,5,43.5
19,99,0,1,44.5
19,100,0,2,46
20,1,0,7,45
20,2,0,7,49
20,3,1,7,54
20,4,0,1,47
20,5,0,2,56
20,6,0,3,52.5
20,7,0,4,55
20,8,1,5,50.5
20,9,0,1,52
20,10,0,2,42
20,11,1,3,31.5
20,12,0,1,39.5
20,13,0,2,40.5
20,14,0,3,39.5
20,15,0,4,42
20,16,1,5,41.5
20,17,0,1,40
20,18,1,2,35
20,19,0,1,40
20,20,0,2,44
20,21,0,3,45
20,22,0,4,50.5
20,23,0,5,46.5
20,24,0,6,52
20,25,0,7,50
20,26,0,7,48
20,27,0,7,54
20,28,0,7,56
20,29,1,7,51.5
20,30,0,1,44.5
20,31,0,2,41.5
20,32,0,3,54
20,33,0,4,50.5
20,34,0,5,46
20,35,0,6,46
20,36,1,7,38
20,37,0,1,39
20,38,0,2,39
20,39,0,3,35
20,40,0,4,36.5
20,41,1,5,39.5
20,42,0,1,46.5
20,43,0,2,47.5
20,44,0,3,47.5
20,45,0,4,52.5
20,46,0,5,50
20,47,0,6,48
20,48,1,7,50.5
20,49,0,1,52
20,50,0,2,46.5
20,51,0,3,47.5
20,52,0,4,40
20,53,1,5,43
20,54,0,1,47
20,55,0,2,44
20,56,0,3,49
20,57,0,4,57.5
20,58,0,5,51.5
20,59,1,6,46.5
20,60,0,1,50
20,61,1,2,44
20,62,0,1,53
20,63,0,2,50.5
20,64,0,3,48
20,65,0,4,51
20,66,0,5,50.5
20,67,1,6,51
20,68,0,1,62.5
20,69,0,2,58
20,70,0,3,62
20,71,0,4,53
20,72,0,5,52.5
20,73,0,6,55.5
20,74,0,7,48
20,75,1,7,45.5
20,76,0,1,45
20,77,0,2,50
20,78,0,3,47
20,79,0,4,50
20,80,1,5,41.5
20,81,0,1,50
20,82,0,2,43.5
20,83,0,3,36.5
20,84,0,4,46.5
20,85,1,5,49.5
20,86,0,1,50
20,87,0,2,47.5
20,88,0,3,43
20,89,0,4,48.5
20,90,1,5,52
20,91,0,1,58.5
20,92,0,2,54.5
20,93,0,3,54
20,94,0,4,47
20,95,1,5,45.5
20,96,0,1,42.5
20,97,0,2,50.5
20,98,0,3,43.5
20,99,0,4,44.5
20,100,0,5,46
21,1,0,4,45
21,2,0,5,49
21,3,1,6,54
21,4,0,1,47
21,5,0,2,56
21,6,0,3,52.5
21,7,0,4,55
21,8,0,5,50.5
21,9,0,6,52
21,10,1,7,42
21,11,0,1,31.5
21,12,0,2,39.5
21,13,0,3,40.5
21,14,0,4,39.5
21,15,0,5,42
21,16,1,6,41.5
21,17,0,1,40
21,18,0,2,35
21,19,0,3,40
21,20,0,4,44
21,21,1,5,45
21,22,0,1,50.5
21,23,0,2,46.5
21,24,0,3,52
21,25,0,4,50
21,26,0,5,48
21,27,0,6,54
21,28,0,7,56
21,29,0,7,51.5
21,30,1,7,44.5
21,31,0,1,41.5
21,32,0,2,54
21,33,0,3,50.5
21,34,0,4,46
21,35,0,5,46
21,36,1,6,38
21,37,0,1,39
21,38,0,2,39
21,39,0,3,35
21,40,1,4,36.5
21,41,0,1,39.5
21,42,0,2,46.5
21,43,0,3,47.5
21,44,1,4,47.5
21,45,0,1,52.5
21,46,0,2,50
21,47,0,3,48
21,48,0,4,50.5
21,49,0,5,52
21,50,1,6,46.5
21,51,0,1,47.5
21,52,0,2,40
21,53,0,3,43
21,54,0,4,47
21,55,1,5,44
21,56,0,1,49
21,57,0,2,57.5
21,58,0,3,51.5
21,59,0,4,46.5
21,60,0,5,50
21,61,0,6,44
21,62,1,7,53
21,63,0,1,50.5
21,64,1,2,48
21,65,0,1,51
21,66,0,2,50.5
21,67,0,3,51
21,68,0,4,62.5
21,69,0,5,58
21,70,0,6,62
21,71,1,7,53
21,72,0,1,52.5
21,73,0,2,55.5
21,74,0,3,48
21,75,0,4,45.5
21,76,0,5,45
21,77,0,6,50
21,78,0,7,47
21,79,0,7,50
21,80,1,7,41.5
21,81,0,1,50
21,82,0,2,43.5
21,83,0,3,36.5
21,84,0,4,46.5
21,85,0,5,49.5
21,86,0,6,50
21,87,1,7,47.5
21,88,0,1,43
21,89,0,2,48.5
21,90,0,3,52
21,91,0,4,58.5
21,92,0,5,54.5
21,93,0,6,54
21,94,1,7,47
21,95,0,1,45.5
21,96,0,2,42.5
21,97,0,3,50.5
21,98,1,4,43.5
21,99,0,1,44.5
21,100,0,2,46
22,1,0,7,45
22,2,1,7,49
22,3,0,1,54
22,4,0,2,47
22,5,0,3,56
22,6,0,4,52.5
22,7,1,5,55
22,8,0,1,50.5
22,9,0,2,52
22,10,0,3,42
22,11,0,4,31.5
22,12,0,5,39.5
22,13,0,6,40.5
22,14,1,7,39.5
22,15,0,1,42
22,16,0,2,41.5
22,17,0,3,40
22,18,0,4,35
22,19,1,5,40
22,20,0,1,44
22,21,0,2,45
22,22,0,3,50.5
22,23,0,4,46.5
22,24,0,5,52
22,25,0,6,50
22,26,0,7,48
22,27,1,7,54
22,28,0,1,56
22,29,0,2,51.5
22,30,0,3,44.5
22,31,0,4,41.5
22,32,0,5,54
22,33,0,6,50.5
22,34,0,7,46
22,35,1,7,46
22,36,0,1,38
22,37,0,2,39
22,38,0,3,39
22,39,0,4,35
22,40,1,5,36.5
22,41,0,1,39.5
22,42,0,2,46.5
22,43,0,3,47.5
22,44,0,4,47.5
22,45,0,5,52.5
22,46,0,6,50
22,47,0,7,48
22,48,0,7,50.5
22,49,0,7,52
22,50,1,7,46.5
22,51,0,1,47.5
22,52,0,2,40
22,53,0,3,43
22,54,1,4,47
22,55,0,1,44
22,56,0,2,49
22,57,0,3,57.5
22,58,0,4,51.5
22,59,1,5,46.5
22,60,0,1,50
22,61,0,2,44
22,62,0,3,53
22,63,1,4,50.5
22,64,0,1,48
22,65,0,2,51
22,66,0,3,50.5
22,67,0,4,51
22,68,0,5,62.5
22,69,1,6,58
22,70,0,1,62
22,71,0,2,53
22,72,0,3,52.5
22,73,0,4,55.5
22,74,0,5,48
22,75,1,6,45.5
22,76,0,1,45
22,77,0,2,50
22,78,0,3,47
22,79,0,4,50
22,80,0,5,41.5
22,81,0,6,50
22,82,1,7,43.5
22,83,0,1,36.5
22,84,0,2,46.5
22,85,0,3,49.5
22,86,0,4,50
22,87,1,5,47.5
22,88,0,1,43
22,89,0,2,48.5
22,90,0,3,52
22,91,0,4,58.5
22,92,0,5,54.5
22,93,1,6,54
22,94,0,1,47
22,95,0,2,45.5
22,96,0,3,42.5
22,97,0,4,50.5
22,98,0,5,43.5
22,99,1,6,44.5
22,100,0,1,46
23,1,0,1,45
23,2,0,2,49
23,3,0,3,54
23,4,0,4,47
23,5,0,5,56
23,6,0,6,52.5
23,7,0,7,55
23,8,0,7,50.5
23,9,1,7,52
23,10,0,1,42
23,11,0,2,31.5
23,12,1,3,39.5
23,13,0,1,40.5
23,14,0,2,39.5
23,15,1,3,42
23,16,0,1,41.5
23,17,0,2,40
23,18,0,3,35
23,19,0,4,40
23,20,0,5,44
23,21,1,6,45
23,22,0,1,50.5
23,23,0,2,46.5
23,24,0,3,52
23,25,0,4,50
23,26,0,5,48
23,27,1,6,54
23,28,0,1,56
23,29,0,2,51.5
23,30,0,3,44.5
23,31,0,4,41.5
23,32,0,5,54
23,33,1,6,50.5
23,34,0,1,46
23,35,0,2,46
23,36,1,3,38
23,37,0,1,39
23,38,0,2,39
23,39,0,3,35
23,40,0,4,36.5
23,41,1,5,39.5
23,42,0,1,46.5
23,43,0,2,47.5
23,44,0,3,47.5
23,45,0,4,52.5
23,46,1,5,50
23,47,0,1,48
23,48,0,2,50.5
23,49,1,3,52
23,50,0,1,46.5
23,51,0,2,47.5
23,52,0,3,40
23,53,0,4,43
23,54,1,5,47
23,55,0,1,44
23,56,0,2,49
23,57,0,3,57.5
23,58,0,4,51.5
23,59,0,5,46.5
23,60,1,6,50
23,61,0,1,44
23,62,0,2,53
23,63,0,3,50.5
23,64,0,4,48
23,65,1,5,51
23,66,0,1,50.5
23,67,0,2,51
23,68,0,3,62.5
23,69,0,4,58
23,70,0,5,62
23,71,1,6,53
23,72,0,1,52.5
23,73,0,2,55.5
23,74,0,3,48
23,75,0,4,45.5
23,76,0,5,45
23,77,1,6,50
23,78,0,1,47
23,79,0,2,50
23,80,0,3,41.5
23,81,0,4,50
23,82,1,5,43.5
23,83,0,1,36.5
23,84,0,2,46.5
23,85,0,3,49.5
23,86,0,4,50
23,87,1,5,47.5
23,88,0,1,43
23,89,0,2,48.5
23,90,0,3,52
23,91,0,4,58.5
23,92,0,5,54.5
23,93,0,6,54
23,94,1,7,47
23,95,0,1,45.5
23,96,0,2,42.5
23,97,0,3,50.5
23,98,1,4,43.5
23,99,0,1,44.5
23,100,0,2,46
24,1,0,3,45
24,2,1,4,49
24,3,0,1,54
24,4,0,2,47
24,5,0,3,56
24,6,0,4,52.5
24,7,1,5,55
24,8,0,1,50.5
24,9,0,2,52
24,10,0,3,42
24,11,1,4,31.5
24,12,0,1,39.5
24,13,0,2,40.5
24,14,0,3,39.5
24,15,1,4,42
24,16,0,1,41.5
24,17,0,2,40
24,18,1,3,35
24,19,0,1,40
24,20,0,2,44
24,21,0,3,45
24,22,0,4,50.5
24,23,0,5,46.5
24,24,0,6,52
24,25,0,7,50
24,26,0,7,48
24,27,0,7,54
24,28,0,7,56
24,29,0,7,51.5
24,30,1,7,44.5
24,31,0,1,41.5
24,32,0,2,54
24,33,1,3,50.5
24,34,0,1,46
24,35,0,2,46
24,36,0,3,38
24,37,1,4,39
24,38,0,1,39
24,39,0,2,35
24,40,0,3,36.5
24,41,1,4,39.5
24,42,0,1,46.5
24,43,0,2,47.5
24,44,0,3,47.5
24,45,0,4,52.5
24,46,0,5,50
24,47,1,6,48
24,48,0,1,50.5
24,49,0,2,52
24,50,0,3,46.5
24,51,0,4,47.5
24,52,1,5,40
24,53,0,1,43
24,54,0,2,47
24,55,0,3,44
24,56,0,4,49
24,57,0,5,57.5
24,58,0,6,51.5
24,59,0,7,46.5
24,60,0,7,50
24,61,1,7,44
24,62,0,1,53
24,63,0,2,50.5
24,64,0,3,48
24,65,0,4,51
24,66,1,5,50.5
24,67,0,1,51
24,68,0,2,62.5
24,69,0,3,58
24,70,0,4,62
24,71,0,5,53
24,72,1,6,52.5
24,73,0,1,55.5
24,74,0,2,48
24,75,0,3,45.5
24,76,0,4,45
24,77,0,5,50
24,78,0,6,47
24,79,0,7,50
24,80,1,7,41.5
24,81,0,1,50
24,82,0,2,43.5
24,83,0,3,36.5
24,84,0,4,46.5
24,85,0,5,49.5
24,86,0,6,50
24,87,1,7,47.5
24,88,0,1,43
24,89,0,2,48.5
24,90,0,3,52
24,91,0,4,58.5
24,92,0,5,54.5
24,93,0,6,54
24,94,1,7,47
24,95,0,1,45.5
24,96,1,2,42.5
24,97,0,1,50.5
24,98,0,2,43.5
24,99,0,3,44.5
24,100,0,4,46
25,1,0,1,45
25,2,0,2,49
25,3,0,3,54
25,4,0,4,47
25,5,0,5,56
25,6,0,6,52.5
25,7,1,7,55
25,8,0,1,50.5
25,9,0,2,52
25,10,0,3,42
25,11,0,4,31.5
25,12,1,5,39.5
25,13,0,1,40.5
25,14,0,2,39.5
25,15,0,3,42
25,16,1,4,41.5
25,17,0,1,40
25,18,0,2,35
25,19,0,3,40
25,20,0,4,44
25,21,1,5,45
25,22,0,1,50.5
25,23,0,2,46.5
25,24,0,3,52
25,25,0,4,50
25,26,1,5,48
25,27,0,1,54
25,28,0,2,56
25,29,0,3,51.5
25,30,0,4,44.5
25,31,0,5,41.5
25,32,0,6,54
25,33,1,7,50.5
25,34,0,1,46
25,35,0,2,46
25,36,0,3,38
25,37,0,4,39
25,38,0,5,39
25,39,1,6,35
25,40,0,1,36.5
25,41,0,2,39.5
25,42,1,3,46.5
25,43,0,1,47.5
25,44,0,2,47.5
25,45,0,3,52.5
25,46,0,4,50
25,47,0,5,48
25,48,0,6,50.5
25,49,0,7,52
25,50,1,7,46.5
25,51,0,1,47.5
25,52,0,2,40
25,53,0,3,43
25,54,0,4,47
25,55,0,5,44
25,56,1,6,49
25,57,0,1,57.5
25,58,0,2,51.5
25,59,0,3,46.5
25,60,0,4,50
25,61,1,5,44
25,62,0,1,53
25,63,0,2,50.5
25,64,0,3,48
25,65,0,4,51
25,66,0,5,50.5
25,67,0,6,51
25,68,0,7,62.5
25,69,0,7,58
25,70,1,7,62
25,71,0,1,53
25,72,0,2,52.5
25,73,0,3,55.5
25,74,0,4,48
25,75,0,5,45.5
25,76,0,6,45
25,77,1,7,50
25,78,0,1,47
25,79,0,2,50
25,80,0,3,41.5
25,81,0,4,50
25,82,1,5,43.5
25,83,0,1,36.5
25,84,0,2,46.5
25,85,0,3,49.5
25,86,0,4,50
25,87,1,5,47.5
25,88,0,1,43
25,89,0,2,48.5
25,90,0,3,52
25,91,0,4,58.5
25,92,0,5,54.5
25,93,0,6,54
25,94,1,7,47
25,95,0,1,45.5
25,96,0,2,42.5
25,97,0,3,50.5
25,98,0,4,43.5
25,99,0,5,44.5
25,100,0,6,46
26,1,0,2,45
26,2,0,3,49
26,3,0,4,54
26,4,0,5,47
26,5,0,6,56
26,6,1,7,52.5
26,7,0,1,55
26,8,0,2,50.5
26,9,0,3,52
26,10,0,4,42
26,11,1,5,31.5
26,12,0,1,39.5
26,13,0,2,40.5
26,14,0,3,39.5
26,15,0,4,42
26,16,0,5,41.5
26,17,0,6,40
26,18,1,7,35
26,19,0,1,40
26,20,0,2,44
26,21,0,3,45
26,22,0,4,50.5
26,23,1,5,46.5
26,24,0,1,52
26,25,0,2,50
26,26,0,3,48
26,27,0,4,54
26,28,0,5,56
26,29,0,6,51.5
26,30,0,7,44.5
26,31,1,7,41.5
26,32,0,1,54
26,33,0,2,50.5
26,34,0,3,46
26,35,0,4,46
26,36,1,5,38
26,37,0,1,39
26,38,0,2,39
26,39,0,3,35
26,40,1,4,36.5
26,41,0,1,39.5
26,42,0,2,46.5
26,43,0,3,47.5
26,44,0,4,47.5
26,45,0,5,52.5
26,46,0,6,50
26,47,1,7,48
26,48,0,1,50.5
26,49,0,2,52
26,50,0,3,46.5
26,51,0,4,47.5
26,52,0,5,40
26,53,1,6,43
26,54,0,1,47
26,55,0,2,44
26,56,1,3,49
26,57,0,1,57.5
26,58,0,2,51.5
26,59,0,3,46.5
26,60,0,4,50
26,61,1,5,44
26,62,0,1,53
26,63,0,2,50.5
26,64,0,3,48
26,65,0,4,51
26,66,0,5,50.5
